time,yo,
238.39,409,
238.397,415,
238.404,412,
238.411,409,
238.419,415,
238.426,411,
238.433,418,
238.44,417,
238.447,416,
238.454,418,
238.461,417,
238.469,426,
238.476,421,
238.483,419,
238.49,424,
238.497,431,
238.504,422,
238.511,422,
238.519,429,
238.526,428,
238.533,428,
238.54,428,
238.547,424,
238.554,421,
238.561,423,
238.569,420,
238.576,417,
238.583,416,
238.59,414,
238.597,413,
238.604,410,
238.611,414,
238.619,410,
238.626,415,
238.633,413,
238.64,416,
238.647,415,
238.654,414,
238.662,417,
238.669,415,
238.676,418,
238.683,414,
238.69,413,
238.697,417,
238.704,412,
238.711,418,
238.719,417,
238.726,413,
238.733,416,
238.74,416,
238.747,413,
238.754,416,
238.761,409,
238.769,417,
238.776,415,
238.783,417,
238.79,413,
238.797,414,
238.804,415,
238.811,415,
238.819,416,
238.826,417,
238.833,418,
238.84,414,
238.847,414,
238.854,421,
238.862,418,
238.869,418,
238.876,423,
238.883,414,
238.89,410,
238.897,418,
238.904,416,
238.911,414,
238.919,410,
238.926,417,
238.933,411,
238.94,426,
238.947,465,
238.954,499,
238.961,508,
238.969,467,
238.976,437,
238.983,402,
238.99,404,
238.997,401,
239.004,405,
239.011,403,
239.019,405,
239.026,406,
239.033,409,
239.04,406,
239.047,409,
239.054,409,
239.061,412,
239.069,409,
239.076,412,
239.083,418,
239.09,407,
239.097,409,
239.104,416,
239.111,414,
239.119,420,
239.126,416,
239.133,419,
239.14,416,
239.147,422,
239.154,423,
239.161,425,
239.169,425,
239.176,423,
239.183,426,
239.19,426,
239.197,435,
239.204,422,
239.211,422,
239.219,433,
239.226,423,
239.233,420,
239.24,420,
239.247,419,
239.254,418,
239.261,414,
239.269,412,
239.276,409,
239.283,406,
239.29,412,
239.297,413,
239.304,416,
239.311,414,
239.319,409,
239.326,412,
239.333,415,
239.34,411,
239.347,415,
239.354,414,
239.361,412,
239.369,412,
239.376,418,
239.383,416,
239.39,416,
239.397,413,
239.404,419,
239.411,418,
239.419,414,
239.426,414,
239.433,418,
239.44,408,
239.447,418,
239.454,413,
239.461,413,
239.469,415,
239.476,413,
239.483,418,
239.49,415,
239.497,420,
239.504,417,
239.511,419,
239.519,418,
239.526,416,
239.533,422,
239.54,417,
239.547,425,
239.554,418,
239.561,415,
239.569,412,
239.576,414,
239.583,411,
239.59,416,
239.597,409,
239.604,408,
239.611,414,
239.619,437,
239.626,516,
239.633,513,
239.64,457,
239.647,421,
239.654,406,
239.661,404,
239.669,411,
239.676,405,
239.683,407,
239.69,406,
239.697,407,
239.704,407,
239.711,406,
239.719,413,
239.726,411,
239.733,414,
239.74,409,
239.747,415,
239.754,410,
239.761,417,
239.769,414,
239.776,422,
239.783,413,
239.79,412,
239.797,426,
239.804,420,
239.811,420,
239.819,422,
239.826,425,
239.833,422,
239.84,429,
239.847,424,
239.854,427,
239.861,426,
239.869,425,
239.876,430,
239.883,433,
239.89,426,
239.897,428,
239.904,432,
239.911,426,
239.919,415,
239.926,414,
239.933,422,
239.94,416,
239.947,416,
239.954,410,
239.961,420,
239.969,416,
239.976,414,
239.983,414,
239.99,413,
239.997,416,
240.004,414,
240.011,417,
240.019,416,
240.026,415,
240.033,418,
240.04,416,
240.047,417,
240.054,416,
240.061,421,
240.069,419,
240.076,417,
240.083,415,
240.09,419,
240.097,418,
240.104,415,
240.111,419,
240.119,417,
240.126,419,
240.133,416,
240.14,417,
240.147,419,
240.154,416,
240.161,419,
240.169,417,
240.176,418,
240.183,419,
240.19,423,
240.197,420,
240.204,420,
240.211,423,
240.219,424,
240.226,424,
240.233,419,
240.24,419,
240.247,416,
240.254,413,
240.261,413,
240.269,413,
240.276,418,
240.283,413,
240.29,414,
240.297,432,
240.304,460,
240.311,497,
240.319,520,
240.326,493,
240.333,444,
240.34,404,
240.347,412,
240.354,406,
240.361,413,
240.369,404,
240.376,406,
240.383,416,
240.39,405,
240.397,409,
240.404,410,
240.411,411,
240.419,414,
240.426,413,
240.433,412,
240.44,413,
240.447,417,
240.454,425,
240.461,413,
240.469,417,
240.476,422,
240.483,417,
240.49,420,
240.497,427,
240.504,421,
240.511,427,
240.519,423,
240.526,426,
240.533,432,
240.54,431,
240.547,426,
240.554,432,
240.561,433,
240.569,433,
240.576,436,
240.583,434,
240.59,430,
240.597,430,
240.604,425,
240.611,420,
240.619,423,
240.626,418,
240.633,414,
240.64,417,
240.647,419,
240.654,417,
240.661,416,
240.669,418,
240.676,418,
240.683,417,
240.69,415,
240.697,418,
240.704,420,
240.711,417,
240.719,416,
240.726,418,
240.733,419,
240.74,418,
240.747,416,
240.754,419,
240.761,420,
240.769,418,
240.776,415,
240.783,421,
240.79,420,
240.797,418,
240.804,419,
240.811,415,
240.819,420,
240.826,419,
240.833,420,
240.84,420,
240.847,418,
240.854,419,
240.861,419,
240.869,422,
240.876,423,
240.883,421,
240.89,421,
240.897,425,
240.904,421,
240.911,423,
240.919,422,
240.926,421,
240.933,421,
240.94,423,
240.947,417,
240.954,415,
240.961,422,
240.969,420,
240.976,410,
240.983,413,
240.99,417,
240.997,435,
241.004,471,
241.011,512,
241.019,522,
241.026,475,
241.033,436,
241.04,412,
241.047,410,
241.054,413,
241.061,409,
241.069,406,
241.076,409,
241.083,413,
241.09,413,
241.097,408,
241.104,417,
241.111,414,
241.119,414,
241.126,414,
241.133,421,
241.14,420,
241.147,417,
241.154,417,
241.161,423,
241.169,421,
241.176,418,
241.183,417,
241.19,421,
241.197,422,
241.204,424,
241.211,429,
241.219,428,
241.226,431,
241.233,432,
241.24,434,
241.247,433,
241.254,431,
241.261,434,
241.269,434,
241.276,436,
241.283,427,
241.29,430,
241.297,427,
241.304,426,
241.311,420,
241.319,419,
241.326,419,
241.333,419,
241.34,421,
241.347,413,
241.354,417,
241.361,423,
241.369,413,
241.376,416,
241.383,418,
241.39,419,
241.397,422,
241.404,418,
241.411,422,
241.419,419,
241.426,425,
241.433,420,
241.44,421,
241.447,423,
241.454,417,
241.461,423,
241.469,420,
241.476,422,
241.483,417,
241.49,425,
241.497,421,
241.504,417,
241.511,420,
241.519,422,
241.526,417,
241.533,421,
241.54,422,
241.547,424,
241.554,423,
241.561,420,
241.569,424,
241.576,423,
241.583,427,
241.59,427,
241.597,420,
241.604,427,
241.612,427,
241.619,425,
241.626,427,
241.633,423,
241.64,423,
241.647,418,
241.654,419,
241.661,418,
241.669,420,
241.676,418,
241.683,422,
241.69,438,
241.697,475,
241.704,512,
241.711,520,
241.719,472,
241.726,408,
241.733,412,
241.74,411,
241.747,416,
241.754,413,
241.761,410,
241.769,414,
241.776,415,
241.783,422,
241.79,417,
241.797,418,
241.804,421,
241.811,420,
241.819,421,
241.826,421,
241.833,424,
241.84,424,
241.847,427,
241.854,422,
241.861,421,
241.869,429,
241.876,424,
241.883,429,
241.89,431,
241.897,429,
241.904,428,
241.911,436,
241.919,437,
241.926,432,
241.933,437,
241.94,435,
241.947,438,
241.954,436,
241.961,434,
241.969,439,
241.976,432,
241.983,433,
241.99,428,
241.997,425,
242.004,425,
242.011,421,
242.019,421,
242.026,420,
242.033,418,
242.04,421,
242.047,420,
242.054,425,
242.061,419,
242.069,424,
242.076,420,
242.083,425,
242.09,423,
242.097,424,
242.104,423,
242.111,424,
242.119,419,
242.126,425,
242.133,425,
242.14,424,
242.147,427,
242.154,426,
242.161,423,
242.169,424,
242.176,424,
242.183,425,
242.19,422,
242.197,421,
242.204,425,
242.211,424,
242.219,419,
242.226,423,
242.233,424,
242.24,425,
242.247,425,
242.254,430,
242.261,426,
242.269,428,
242.276,428,
242.283,420,
242.29,434,
242.297,427,
242.304,422,
242.311,421,
242.319,421,
242.326,427,
242.333,421,
242.34,420,
242.347,416,
242.354,422,
242.361,451,
242.369,485,
242.376,516,
242.383,520,
242.39,466,
242.397,429,
242.404,413,
242.411,415,
242.419,414,
242.426,412,
242.433,412,
242.44,413,
242.447,416,
242.454,412,
242.461,416,
242.469,418,
242.476,419,
242.483,420,
242.49,415,
242.497,420,
242.504,422,
242.511,423,
242.519,425,
242.526,424,
242.533,425,
242.54,421,
242.547,427,
242.554,428,
242.561,427,
242.569,429,
242.576,429,
242.583,433,
242.59,437,
242.597,433,
242.604,432,
242.611,432,
242.619,437,
242.626,442,
242.633,436,
242.64,435,
242.647,437,
242.654,437,
242.661,430,
242.669,430,
242.676,421,
242.683,426,
242.69,424,
242.697,423,
242.704,418,
242.711,423,
242.719,420,
242.726,423,
242.733,420,
242.74,422,
242.747,422,
242.754,421,
242.761,420,
242.769,423,
242.776,423,
242.783,424,
242.79,428,
242.797,423,
242.804,421,
242.811,423,
242.819,425,
242.826,426,
242.833,424,
242.84,421,
242.847,424,
242.854,426,
242.861,430,
242.869,429,
242.876,424,
242.883,418,
242.89,423,
242.897,426,
242.904,422,
242.911,427,
242.919,427,
242.926,422,
242.933,433,
242.94,429,
242.947,427,
242.954,431,
242.961,428,
242.969,429,
242.976,423,
242.983,425,
242.99,423,
242.997,425,
243.004,423,
243.011,426,
243.019,423,
243.026,420,
243.033,425,
243.04,435,
243.047,478,
243.054,514,
243.061,526,
243.069,480,
243.076,445,
243.083,413,
243.09,415,
243.097,412,
243.104,413,
243.111,416,
243.119,413,
243.126,413,
243.133,415,
243.14,417,
243.147,415,
243.154,419,
243.161,421,
243.169,420,
243.176,422,
243.183,422,
243.19,424,
243.197,421,
243.204,429,
243.211,425,
243.219,427,
243.226,429,
243.233,430,
243.24,428,
243.247,433,
243.254,427,
243.261,435,
243.269,435,
243.276,430,
243.283,440,
243.29,440,
243.297,437,
243.304,437,
243.311,439,
243.319,434,
243.326,438,
243.333,435,
243.34,426,
243.347,427,
243.354,429,
243.361,425,
243.369,426,
243.376,422,
243.383,425,
243.39,423,
243.397,420,
243.404,423,
243.411,425,
243.419,420,
243.426,425,
243.433,430,
243.44,432,
243.447,424,
243.454,428,
243.461,429,
243.469,420,
243.476,428,
243.483,432,
243.49,428,
243.497,428,
243.504,423,
243.511,428,
243.519,430,
243.526,420,
243.533,430,
243.54,424,
243.547,424,
243.554,426,
243.561,434,
243.569,427,
243.576,427,
243.583,428,
243.59,426,
243.597,431,
243.604,432,
243.611,431,
243.619,433,
243.626,434,
243.633,427,
243.64,429,
243.647,434,
243.654,435,
243.661,428,
243.669,426,
243.676,424,
243.683,425,
243.69,426,
243.697,426,
243.704,422,
243.711,426,
243.719,424,
243.726,426,
243.733,470,
243.74,509,
243.747,534,
243.754,501,
243.761,421,
243.769,414,
243.776,417,
243.783,412,
243.79,417,
243.797,416,
243.804,417,
243.811,416,
243.819,422,
243.826,423,
243.833,416,
243.84,423,
243.847,421,
243.854,422,
243.861,425,
243.869,421,
243.876,423,
243.883,426,
243.89,427,
243.897,431,
243.904,424,
243.911,430,
243.919,434,
243.926,432,
243.933,429,
243.94,435,
243.947,431,
243.954,433,
243.961,440,
243.969,437,
243.976,434,
243.983,438,
243.99,441,
243.997,439,
244.004,437,
244.011,443,
244.019,440,
244.026,436,
244.033,429,
244.04,431,
244.047,424,
244.054,424,
244.061,418,
244.069,430,
244.076,421,
244.083,421,
244.09,426,
244.097,424,
244.104,430,
244.111,424,
244.119,427,
244.126,429,
244.133,424,
244.14,427,
244.147,427,
244.154,425,
244.161,432,
244.169,427,
244.176,426,
244.183,428,
244.19,429,
244.197,428,
244.204,427,
244.211,428,
244.219,427,
244.226,429,
244.233,426,
244.24,429,
244.247,428,
244.254,425,
244.261,428,
244.269,429,
244.276,430,
244.283,425,
244.29,429,
244.297,434,
244.304,436,
244.311,431,
244.319,435,
244.326,431,
244.333,426,
244.34,429,
244.347,425,
244.354,425,
244.361,423,
244.369,428,
244.376,422,
244.383,424,
244.39,437,
244.397,478,
244.404,516,
244.411,528,
244.419,497,
244.426,449,
244.433,420,
244.44,419,
244.447,418,
244.454,420,
244.461,414,
244.469,419,
244.476,420,
244.483,419,
244.49,422,
244.497,423,
244.504,424,
244.511,424,
244.519,429,
244.526,426,
244.533,428,
244.54,423,
244.547,427,
244.554,429,
244.561,427,
244.569,430,
244.576,431,
244.583,432,
244.59,435,
244.597,432,
244.604,430,
244.611,439,
244.619,441,
244.626,432,
244.633,436,
244.64,442,
244.647,445,
244.654,441,
244.661,438,
244.669,448,
244.676,441,
244.683,442,
244.69,436,
244.697,440,
244.704,436,
244.711,428,
244.719,429,
244.726,427,
244.733,425,
244.74,426,
244.747,426,
244.754,425,
244.761,427,
244.769,423,
244.776,421,
244.783,429,
244.79,430,
244.797,424,
244.804,429,
244.811,429,
244.819,429,
244.826,428,
244.833,433,
244.84,427,
244.847,423,
244.854,429,
244.861,427,
244.869,431,
244.876,429,
244.883,435,
244.89,429,
244.897,429,
244.904,432,
244.911,433,
244.919,432,
244.926,433,
244.933,430,
244.94,429,
244.947,435,
244.954,433,
244.961,431,
244.969,437,
244.976,435,
244.983,434,
244.99,432,
244.997,429,
245.004,430,
245.011,431,
245.019,425,
245.026,432,
245.033,425,
245.04,420,
245.047,434,
245.054,453,
245.061,489,
245.069,528,
245.076,519,
245.083,470,
245.09,427,
245.097,422,
245.104,419,
245.111,420,
245.119,420,
245.126,421,
245.133,426,
245.14,425,
245.147,426,
245.154,420,
245.161,430,
245.169,424,
245.176,422,
245.183,429,
245.19,434,
245.197,427,
245.204,432,
245.211,431,
245.219,429,
245.226,432,
245.233,433,
245.24,432,
245.247,430,
245.254,436,
245.261,434,
245.269,444,
245.276,439,
245.283,434,
245.29,440,
245.297,444,
245.304,442,
245.311,436,
245.319,445,
245.326,443,
245.333,444,
245.34,437,
245.347,433,
245.354,438,
245.361,434,
245.369,430,
245.376,430,
245.383,427,
245.39,428,
245.397,425,
245.404,428,
245.411,424,
245.419,431,
245.426,432,
245.433,429,
245.44,431,
245.447,433,
245.454,429,
245.461,431,
245.469,431,
245.476,429,
245.483,431,
245.49,431,
245.497,429,
245.504,431,
245.511,432,
245.519,428,
245.526,430,
245.533,435,
245.54,426,
245.547,427,
245.554,430,
245.561,434,
245.569,432,
245.576,432,
245.583,432,
245.59,437,
245.597,434,
245.604,433,
245.611,435,
245.619,439,
245.626,436,
245.633,431,
245.64,431,
245.647,427,
245.654,430,
245.661,429,
245.669,429,
245.676,428,
245.683,425,
245.69,433,
245.697,444,
245.704,480,
245.711,516,
245.719,522,
245.726,485,
245.733,448,
245.74,416,
245.747,423,
245.754,423,
245.761,418,
245.769,419,
245.776,423,
245.783,426,
245.79,422,
245.797,421,
245.804,429,
245.811,424,
245.819,425,
245.826,426,
245.833,431,
245.84,431,
245.847,431,
245.854,426,
245.861,438,
245.869,433,
245.876,438,
245.883,433,
245.89,437,
245.897,438,
245.904,437,
245.911,441,
245.919,444,
245.926,441,
245.933,441,
245.94,440,
245.947,444,
245.954,441,
245.961,443,
245.969,445,
245.976,447,
245.983,439,
245.99,442,
245.997,436,
246.004,430,
246.011,431,
246.019,434,
246.026,431,
246.033,430,
246.04,427,
246.047,432,
246.054,429,
246.061,431,
246.069,436,
246.076,433,
246.083,431,
246.09,428,
246.097,435,
246.104,431,
246.111,431,
246.119,433,
246.126,432,
246.133,432,
246.14,431,
246.147,439,
246.154,429,
246.161,434,
246.169,432,
246.176,431,
246.183,432,
246.19,429,
246.197,430,
246.204,433,
246.211,433,
246.219,432,
246.226,438,
246.233,435,
246.24,432,
246.247,442,
246.254,436,
246.261,435,
246.269,437,
246.276,435,
246.283,432,
246.29,428,
246.297,435,
246.304,429,
246.311,429,
246.319,430,
246.326,423,
246.333,446,
246.34,488,
246.347,524,
246.354,535,
246.361,485,
246.369,443,
246.376,421,
246.383,421,
246.39,422,
246.397,422,
246.404,422,
246.411,423,
246.419,427,
246.426,422,
246.433,427,
246.44,425,
246.447,426,
246.454,429,
246.461,428,
246.469,437,
246.476,426,
246.483,428,
246.49,432,
246.497,433,
246.504,435,
246.511,435,
246.519,433,
246.526,440,
246.533,439,
246.54,434,
246.547,437,
246.554,443,
246.561,443,
246.569,444,
246.576,444,
246.583,440,
246.59,446,
246.597,445,
246.604,444,
246.611,447,
246.619,447,
246.626,441,
246.633,440,
246.64,441,
246.647,436,
246.654,430,
246.661,433,
246.669,435,
246.676,430,
246.683,431,
246.69,431,
246.697,431,
246.704,433,
246.711,431,
246.719,432,
246.726,433,
246.733,430,
246.74,434,
246.747,431,
246.754,431,
246.761,432,
246.769,436,
246.776,439,
246.783,434,
246.79,430,
246.797,438,
246.804,433,
246.811,434,
246.819,435,
246.826,432,
246.833,430,
246.84,430,
246.847,436,
246.854,434,
246.861,438,
246.869,436,
246.876,437,
246.883,438,
246.89,434,
246.897,440,
246.904,437,
246.911,437,
246.919,432,
246.926,434,
246.933,432,
246.94,433,
246.947,431,
246.954,428,
246.961,428,
246.969,426,
246.976,439,
246.983,470,
246.99,508,
246.997,534,
247.004,517,
247.011,470,
247.019,424,
247.026,424,
247.033,424,
247.04,422,
247.047,423,
247.054,424,
247.061,427,
247.069,427,
247.076,427,
247.083,428,
247.09,429,
247.097,432,
247.104,424,
247.111,434,
247.119,431,
247.126,433,
247.133,433,
247.14,434,
247.147,434,
247.154,440,
247.161,436,
247.169,436,
247.176,439,
247.183,436,
247.19,439,
247.197,443,
247.204,443,
247.211,443,
247.219,444,
247.226,444,
247.233,447,
247.24,446,
247.247,443,
247.254,449,
247.261,451,
247.269,442,
247.276,445,
247.283,437,
247.29,435,
247.297,438,
247.304,433,
247.311,433,
247.319,435,
247.326,432,
247.333,429,
247.34,433,
247.347,430,
247.354,429,
247.361,435,
247.369,437,
247.376,434,
247.383,438,
247.39,435,
247.397,438,
247.404,435,
247.411,438,
247.419,436,
247.426,439,
247.433,435,
247.44,436,
247.447,438,
247.454,438,
247.461,438,
247.469,437,
247.476,438,
247.483,434,
247.49,435,
247.497,434,
247.504,438,
247.511,438,
247.519,436,
247.526,438,
247.533,441,
247.54,438,
247.547,442,
247.554,438,
247.561,440,
247.569,441,
247.576,437,
247.583,435,
247.59,436,
247.597,433,
247.604,432,
247.611,429,
247.619,432,
247.626,432,
247.633,457,
247.64,491,
247.647,531,
247.654,541,
247.661,487,
247.669,446,
247.676,420,
247.683,428,
247.69,428,
247.697,425,
247.704,424,
247.711,433,
247.719,428,
247.726,428,
247.733,431,
247.74,430,
247.747,429,
247.754,432,
247.761,432,
247.769,427,
247.776,430,
247.783,438,
247.79,435,
247.801,437,
247.808,436,
247.815,439,
247.822,440,
247.829,441,
247.837,440,
247.844,439,
247.851,441,
247.858,447,
247.865,442,
247.872,445,
247.879,447,
247.887,448,
247.894,444,
247.901,451,
247.908,453,
247.915,450,
247.922,449,
247.929,442,
247.937,446,
247.944,442,
247.951,433,
247.958,434,
247.965,434,
247.972,434,
247.979,438,
247.987,433,
247.994,435,
248.001,438,
248.008,432,
248.015,437,
248.022,435,
248.029,437,
248.037,435,
248.044,439,
248.051,433,
248.058,440,
248.065,439,
248.072,439,
248.079,438,
248.087,438,
248.094,438,
248.101,430,
248.108,441,
248.115,438,
248.122,435,
248.129,437,
248.137,436,
248.144,442,
248.151,441,
248.158,437,
248.165,441,
248.172,443,
248.179,437,
248.187,443,
248.194,442,
248.201,441,
248.208,442,
248.215,437,
248.222,439,
248.229,435,
248.237,438,
248.244,435,
248.251,434,
248.258,434,
248.265,430,
248.272,443,
248.279,486,
248.287,519,
248.294,535,
248.301,497,
248.308,452,
248.315,428,
248.322,424,
248.329,430,
248.337,428,
248.344,422,
248.351,429,
248.358,435,
248.365,429,
248.372,432,
248.379,430,
248.387,434,
248.394,435,
248.401,436,
248.408,435,
248.415,439,
248.422,434,
248.429,436,
248.437,441,
248.444,442,
248.451,442,
248.458,446,
248.465,445,
248.472,445,
248.479,441,
248.487,446,
248.494,449,
248.501,451,
248.508,452,
248.515,447,
248.522,448,
248.529,453,
248.537,448,
248.544,451,
248.551,452,
248.558,445,
248.565,445,
248.572,445,
248.579,441,
248.587,436,
248.594,437,
248.601,441,
248.608,433,
248.615,436,
248.622,441,
248.629,433,
248.637,437,
248.644,437,
248.651,439,
248.658,436,
248.665,438,
248.672,442,
248.679,437,
248.687,444,
248.694,438,
248.701,439,
248.708,441,
248.715,440,
248.722,437,
248.729,442,
248.737,443,
248.744,437,
248.751,442,
248.758,439,
248.765,439,
248.772,443,
248.779,439,
248.787,441,
248.794,444,
248.801,439,
248.808,443,
248.815,441,
248.822,444,
248.829,442,
248.837,438,
248.844,444,
248.851,441,
248.858,437,
248.865,436,
248.872,440,
248.879,438,
248.887,433,
248.894,433,
248.901,443,
248.908,467,
248.915,506,
248.922,540,
248.929,472,
248.937,437,
248.944,428,
248.951,431,
248.958,426,
248.965,432,
248.972,433,
248.979,432,
248.987,430,
248.994,434,
249.001,432,
249.008,435,
249.015,439,
249.022,436,
249.03,440,
249.037,437,
249.044,436,
249.051,439,
249.058,441,
249.065,438,
249.072,445,
249.079,445,
249.087,441,
249.094,447,
249.101,444,
249.108,443,
249.115,449,
249.122,449,
249.129,452,
249.137,448,
249.144,448,
249.151,452,
249.158,454,
249.165,450,
249.172,450,
249.179,454,
249.187,454,
249.194,450,
249.201,447,
249.208,445,
249.215,442,
249.222,441,
249.229,440,
249.237,443,
249.244,439,
249.251,437,
249.258,441,
249.265,440,
249.272,441,
249.279,439,
249.287,439,
249.294,437,
249.301,440,
249.308,444,
249.315,441,
249.322,442,
249.329,442,
249.337,444,
249.344,439,
249.351,440,
249.358,444,
249.365,441,
249.372,438,
249.379,438,
249.387,443,
249.394,442,
249.401,442,
249.408,442,
249.415,442,
249.422,442,
249.429,442,
249.437,447,
249.444,444,
249.451,441,
249.458,444,
249.465,444,
249.472,446,
249.479,441,
249.487,444,
249.494,440,
249.501,439,
249.508,436,
249.515,440,
249.522,438,
249.529,437,
249.537,448,
249.544,478,
249.551,521,
249.558,545,
249.565,521,
249.572,471,
249.579,435,
249.587,430,
249.594,429,
249.601,428,
249.608,433,
249.615,429,
249.622,433,
249.629,435,
249.637,434,
249.644,443,
249.651,431,
249.658,436,
249.665,433,
249.672,439,
249.679,442,
249.687,441,
249.694,439,
249.701,441,
249.708,441,
249.715,446,
249.722,442,
249.729,446,
249.737,449,
249.744,449,
249.751,441,
249.758,444,
249.765,451,
249.772,454,
249.779,454,
249.787,453,
249.794,457,
249.801,453,
249.808,450,
249.815,458,
249.822,455,
249.829,454,
249.837,449,
249.844,445,
249.851,443,
249.858,443,
249.865,440,
249.872,444,
249.879,438,
249.887,436,
249.894,441,
249.901,443,
249.908,438,
249.915,440,
249.922,441,
249.929,440,
249.937,443,
249.944,439,
249.951,447,
249.958,439,
249.965,440,
249.972,443,
249.979,441,
249.987,440,
249.994,444,
250.001,440,
250.008,439,
250.015,449,
250.022,442,
250.029,440,
250.037,440,
250.044,437,
250.051,444,
250.058,442,
250.065,446,
250.072,443,
250.079,445,
250.087,445,
250.094,446,
250.101,447,
250.108,447,
250.115,442,
250.122,445,
250.129,445,
250.137,440,
250.144,447,
250.151,441,
250.158,439,
250.165,436,
250.172,441,
250.179,439,
250.187,433,
250.194,455,
250.201,487,
250.208,518,
250.215,546,
250.222,520,
250.23,471,
250.237,434,
250.244,429,
250.251,435,
250.258,427,
250.265,437,
250.272,434,
250.279,435,
250.287,436,
250.294,434,
250.301,436,
250.308,441,
250.315,441,
250.322,441,
250.329,441,
250.337,440,
250.344,442,
250.351,443,
250.358,445,
250.365,446,
250.372,445,
250.379,447,
250.387,448,
250.394,450,
250.401,451,
250.408,449,
250.415,450,
250.422,452,
250.429,454,
250.437,451,
250.444,453,
250.451,456,
250.458,458,
250.465,455,
250.472,456,
250.479,457,
250.487,452,
250.494,453,
250.501,444,
250.508,444,
250.515,439,
250.522,442,
250.529,442,
250.537,437,
250.544,441,
250.551,444,
250.558,439,
250.565,440,
250.572,442,
250.579,443,
250.587,445,
250.594,442,
250.601,441,
250.608,442,
250.615,445,
250.622,447,
250.629,443,
250.637,436,
250.644,448,
250.651,442,
250.658,444,
250.665,446,
250.672,443,
250.679,445,
250.687,439,
250.694,443,
250.701,443,
250.708,441,
250.715,443,
250.722,440,
250.729,447,
250.737,444,
250.744,446,
250.751,447,
250.758,445,
250.765,442,
250.772,450,
250.779,448,
250.787,448,
250.794,452,
250.801,449,
250.808,451,
250.815,442,
250.822,442,
250.829,445,
250.837,443,
250.844,442,
250.851,444,
250.858,445,
250.865,437,
250.872,446,
250.879,471,
250.887,509,
250.894,540,
250.901,537,
250.908,483,
250.915,438,
250.922,432,
250.929,435,
250.937,436,
250.944,429,
250.951,437,
250.958,437,
250.965,435,
250.972,437,
250.979,437,
250.987,442,
250.994,439,
251.001,439,
251.008,441,
251.015,440,
251.022,445,
251.029,445,
251.037,448,
251.044,445,
251.051,445,
251.058,452,
251.065,451,
251.072,450,
251.079,451,
251.087,449,
251.094,452,
251.101,456,
251.108,451,
251.115,456,
251.122,456,
251.129,457,
251.137,457,
251.144,458,
251.151,464,
251.158,460,
251.165,451,
251.172,452,
251.179,449,
251.187,449,
251.194,443,
251.201,443,
251.208,442,
251.215,445,
251.222,445,
251.229,442,
251.237,444,
251.244,443,
251.251,440,
251.258,444,
251.265,448,
251.272,446,
251.279,447,
251.287,443,
251.294,448,
251.301,443,
251.308,444,
251.315,444,
251.322,446,
251.329,448,
251.337,443,
251.344,444,
251.351,447,
251.358,447,
251.365,443,
251.372,449,
251.379,443,
251.387,448,
251.394,447,
251.401,444,
251.408,443,
251.415,446,
251.422,449,
251.429,452,
251.437,450,
251.444,447,
251.451,449,
251.458,453,
251.465,449,
251.472,452,
251.479,454,
251.487,446,
251.494,448,
251.501,441,
251.508,438,
251.515,443,
251.522,438,
251.529,446,
251.537,462,
251.544,505,
251.551,546,
251.558,544,
251.565,491,
251.572,452,
251.579,435,
251.587,432,
251.594,433,
251.601,440,
251.608,435,
251.615,436,
251.622,439,
251.63,441,
251.637,430,
251.644,443,
251.651,440,
251.658,444,
251.665,443,
251.672,446,
251.679,443,
251.687,441,
251.694,450,
251.701,445,
251.708,449,
251.715,450,
251.722,447,
251.729,454,
251.737,451,
251.744,454,
251.751,453,
251.758,455,
251.765,451,
251.772,457,
251.779,457,
251.787,458,
251.794,462,
251.801,458,
251.808,460,
251.815,457,
251.822,462,
251.829,460,
251.837,452,
251.844,448,
251.851,450,
251.858,450,
251.865,445,
251.872,446,
251.879,445,
251.887,442,
251.894,447,
251.901,441,
251.908,448,
251.915,451,
251.922,442,
251.929,442,
251.937,448,
251.944,449,
251.951,449,
251.958,445,
251.965,444,
251.972,452,
251.979,446,
251.987,450,
251.994,448,
252.001,449,
252.008,449,
252.015,443,
252.022,445,
252.029,448,
252.037,444,
252.044,450,
252.051,447,
252.058,443,
252.065,449,
252.072,449,
252.079,449,
252.087,448,
252.094,451,
252.101,450,
252.108,450,
252.115,456,
252.122,448,
252.129,451,
252.137,447,
252.144,453,
252.151,455,
252.158,450,
252.165,449,
252.172,448,
252.179,445,
252.187,446,
252.194,448,
252.201,444,
252.208,439,
252.215,446,
252.222,460,
252.23,497,
252.237,538,
252.244,548,
252.251,512,
252.258,471,
252.265,438,
252.272,435,
252.279,439,
252.287,437,
252.294,442,
252.301,435,
252.308,437,
252.315,441,
252.322,441,
252.329,442,
252.337,444,
252.344,444,
252.351,445,
252.358,446,
252.365,450,
252.372,450,
252.379,448,
252.387,443,
252.394,449,
252.401,448,
252.408,456,
252.415,450,
252.422,451,
252.429,457,
252.437,453,
252.444,457,
252.451,458,
252.458,458,
252.465,457,
252.472,459,
252.479,459,
252.487,460,
252.494,464,
252.501,461,
252.508,464,
252.515,461,
252.522,455,
252.529,458,
252.537,453,
252.544,452,
252.551,446,
252.558,448,
252.565,442,
252.572,445,
252.579,447,
252.587,443,
252.594,446,
252.601,450,
252.608,452,
252.615,446,
252.622,452,
252.629,449,
252.637,448,
252.644,450,
252.651,450,
252.658,449,
252.665,447,
